Line	ID	patternID	z	Cl	H2O2	OrganicMatter	O2	larvae	adults	mass
LINESTRING(695997.512 4657318.448,696007.997 4657318.293)	136-4	136	375.000	0	0	1	8	1	5.86648472	0
LINESTRING(696007.997 4657318.293,696018.482 4657318.138)	136-5	136	375.000	0	0	1	8	1	5.69394105	0
LINESTRING(696018.482 4657318.138,696028.968 4657317.982)	136-6	136	375.000	0	0	1	8	1	5.43512555	0
LINESTRING(696028.968 4657317.982,696039.453 4657317.827)	136-7	136	375.000	0	0	1	8	1	6.29784389	0
LINESTRING(696039.453 4657317.827,696049.938 4657317.672)	136-8	136	375.000	0	0	1	8	1	6.47038755	0
LINESTRING(696049.938 4657317.672,696060.424 4657317.516)	136-9	136	375.000	0	0	1	8	1	5.52139738	0
LINESTRING(696060.424 4657317.516,696070.909 4657317.361)	136-10	136	375.000	0	0	1	8	1	5.00376638	0
LINESTRING(696070.909 4657317.361,696081.395 4657317.205)	136-11	136	375.000	0	0	1	8	1	5.95275655	0
LINESTRING(696081.395 4657317.205,696091.880 4657317.050)	136-12	136	375.000	0	0	1	8	0.0467200657	6.38411572	0
LINESTRING(696091.880 4657317.050,696102.365 4657316.895)	136-13	136	375.000	0	0	1	8	1	5.17631004	0
LINESTRING(696102.365 4657316.895,696112.851 4657316.739)	136-14	136	375.000	0	0	1	8	1	4.83122271	0
LINESTRING(696112.851 4657316.739,696123.336 4657316.584)	136-15	136	375.000	0	0	1	8	1	6.21157205	0
LINESTRING(696123.336 4657316.584,696133.822 4657316.428)	136-16	136	375.000	0	0	1	8	1	6.90174672	0
LINESTRING(696133.822 4657316.428,696144.307 4657316.273)	136-17	136	375.000	0	0	1	8	1	6.81547489	0
LINESTRING(696144.307 4657316.273,696154.792 4657316.118)	136-18	136	375.000	0	0	1	8	1	5.78021288	0
LINESTRING(696154.792 4657316.118,696165.278 4657315.962)	136-19	136	375.000	0	0	1	8	1	6.55665939	0
LINESTRING(696165.278 4657315.962,696175.763 4657315.807)	136-20	136	375.000	0	0	1	8	1	6.38411572	0
LINESTRING(696175.763 4657315.807,696186.248 4657315.652)	136-21	136	375.000	0	0	1	8	1	4.91749454	0
LINESTRING(696186.248 4657315.652,696196.734 4657315.496)	136-22	136	375.000	0	0	1	8	1	5.86648472	0
LINESTRING(696196.734 4657315.496,696207.219 4657315.341)	136-23	136	375.000	0	0	1	8	1	6.29784389	0
LINESTRING(696207.219 4657315.341,696217.705 4657315.185)	136-24	136	375.000	0	0	1	8	1	5.09003821	0
LINESTRING(696217.705 4657315.185,696228.190 4657315.030)	136-25	136	375.000	0	0	1	8	1	6.55665939	0
LINESTRING(696222.680 4657209.960,696226.490 4657157.620)	137-0	137	375.790	0	0	1	8	1	0	0
LINESTRING(695955.570 4657319.070,695955.520 4657297.574)	138-0	138	374.892	0	0	1	8	1	0	0
LINESTRING(695955.520 4657297.574,695955.470 4657276.078)	138-1	138	374.784	0	0	1	8	1	0	0
LINESTRING(695955.470 4657276.078,695955.420 4657254.582)	138-2	138	374.677	0	0	1	8	1	0	0
LINESTRING(695955.420 4657254.582,695955.370 4657233.086)	138-3	138	374.569	0	0	1	8	1	0	0
LINESTRING(695955.370 4657233.086,695955.320 4657211.589)	138-4	138	374.461	0	0	1	8	1	0	0
LINESTRING(695955.320 4657211.589,695955.270 4657190.093)	138-5	138	374.353	0	0	1	8	1	0	0
LINESTRING(695955.270 4657190.093,695955.220 4657168.597)	138-6	138	374.246	0	0	1	8	1	0	0
LINESTRING(695955.220 4657168.597,695955.170 4657147.101)	138-7	138	374.138	0	0	1	8	1	0	0
LINESTRING(695955.170 4657147.101,695955.120 4657125.605)	138-8	138	374.030	0	0	1	8	1	0	0
LINESTRING(695955.120 4657125.605,695955.070 4657104.109)	138-9	138	373.922	0	0	1	8	1	0	0
LINESTRING(695955.070 4657104.109,695955.020 4657082.613)	138-10	138	373.814	0	0	1	8	1	0	0
LINESTRING(695955.020 4657082.613,695954.970 4657061.117)	138-11	138	373.707	0	0	1	8	1	0	0
LINESTRING(695954.970 4657061.117,695954.920 4657039.621)	138-12	138	373.599	0	0	1	8	1	0	0
LINESTRING(695954.920 4657039.621,695954.870 4657018.124)	138-13	138	373.491	0	0	1	8	1	0	0
LINESTRING(695954.870 4657018.124,695954.820 4656996.628)	138-14	138	373.383	0	0	1	8	1	0	0
LINESTRING(695954.820 4656996.628,695954.770 4656975.132)	138-15	138	373.276	0	0	1	8	1	0	0
LINESTRING(695954.770 4656975.132,695954.720 4656953.636)	138-16	138	373.168	0	0	1	8	1	0	0
LINESTRING(695954.720 4656953.636,695954.670 4656932.140)	138-17	138	373.060	0	0	1	8	1	0	0
LINESTRING(695235.660 4654815.710,695214.160 4654837.830)	139-0	139	374.440	0	0	1	8	0	1.05517089	0
LINESTRING(695041.560 4653528.460,695042.087 4653517.979)	14-0	14	360.009	0	0	1	8	1	2.64403486	0
LINESTRING(695042.087 4653517.979,695042.614 4653507.499)	14-1	14	360.019	0	0	1	8	1	2.64403486	0
LINESTRING(695042.614 4653507.499,695043.142 4653497.018)	14-2	14	360.028	0	0	1	8	1	3.52537981	0
LINESTRING(695043.142 4653497.018,695043.669 4653486.537)	14-3	14	360.037	0	0	1	8	1	1.54235367	0
LINESTRING(695043.669 4653486.537,695044.196 4653476.057)	14-4	14	360.047	0	0	1	8	1	2.3135305	0
LINESTRING(695044.196 4653476.057,695044.723 4653465.576)	14-5	14	360.056	0	0	1	8	1	2.20336238	0
LINESTRING(695044.723 4653465.576,695045.251 4653455.095)	14-6	14	360.065	0	0	1	8	1	1.98302614	0
LINESTRING(695045.251 4653455.095,695045.778 4653444.614)	14-7	14	360.074	0	0	1	8	1	2.64403486	0
LINESTRING(695045.778 4653444.614,695046.305 4653434.134)	14-8	14	360.084	0	0	1	8	1	2.3135305	0
LINESTRING(695046.305 4653434.134,695046.832 4653423.653)	14-9	14	360.093	0	0	1	8	1	1.76268991	0
LINESTRING(695046.832 4653423.653,695047.360 4653413.172)	14-10	14	360.102	0	0	1	8	1	2.75420298	0
LINESTRING(695047.360 4653413.172,695047.887 4653402.692)	14-11	14	360.112	0	0	1	8	1	2.97453922	0
LINESTRING(695047.887 4653402.692,695048.414 4653392.211)	14-12	14	360.121	0	0	1	8	1	2.20336238	0
LINESTRING(695048.414 4653392.211,695048.941 4653381.730)	14-13	14	360.130	0	0	1	8	1	2.3135305	0
LINESTRING(695048.941 4653381.730,695049.469 4653371.250)	14-14	14	360.140	0	0	1	8	1	1.65252179	0
LINESTRING(695049.469 4653371.250,695049.996 4653360.769)	14-15	14	360.149	0	0	1	8	1	2.09319426	0
LINESTRING(695049.996 4653360.769,695050.523 4653350.288)	14-16	14	360.158	0	0	1	8	1	2.20336238	0
LINESTRING(695050.523 4653350.288,695051.050 4653339.808)	14-17	14	360.168	0	0	1	8	1	2.53386674	0
LINESTRING(695051.050 4653339.808,695051.578 4653329.327)	14-18	14	360.177	0	0	1	8	1	2.09319426	0
LINESTRING(695051.578 4653329.327,695052.105 4653318.846)	14-19	14	360.186	0	0	1	8	1	1.65252179	0
LINESTRING(695052.105 4653318.846,695052.632 4653308.366)	14-20	14	360.196	0	0	1	8	1	2.53386674	0
LINESTRING(695052.632 4653308.366,695053.159 4653297.885)	14-21	14	360.205	0	0	1	8	1	1.98302614	0
LINESTRING(695053.159 4653297.885,695053.687 4653287.404)	14-22	14	360.214	0	0	1	8	1	1.65252179	0
LINESTRING(695053.687 4653287.404,695054.214 4653276.923)	14-23	14	360.223	0	0	1	8	1	2.09319426	0
LINESTRING(695054.214 4653276.923,695054.741 4653266.443)	14-24	14	360.233	0	0	1	8	1	2.53386674	0
LINESTRING(695054.741 4653266.443,695055.268 4653255.962)	14-25	14	360.242	0	0	1	8	1	1.21184931	0
LINESTRING(695055.268 4653255.962,695055.796 4653245.481)	14-26	14	360.251	0	0	1	8	0	2.75420298	0
LINESTRING(695055.796 4653245.481,695056.323 4653235.001)	14-27	14	360.261	0	0	1	8	1	2.97453922	0
LINESTRING(695056.323 4653235.001,695056.850 4653224.520)	14-28	14	360.270	0	0	1	8	1	1.32201743	0
LINESTRING(696544.480 4657382.880,696544.850 4657395.000)	142-0	142	379.050	0	0	1	8	1	15.104983	0
LINESTRING(695235.660 4654815.710,695257.170 4654791.370)	143-0	143	374.420	0	0	1	8	0	7.32757565	0
LINESTRING(696321.660 4657896.070,696336.739 4657896.548)	144-0	144	381.987	0	0	1	8	1	1.38034934	0
LINESTRING(696336.739 4657896.548,696351.818 4657897.026)	144-1	144	382.014	0	0	1	8	1	1.20780568	0
LINESTRING(696351.818 4657897.026,696366.897 4657897.504)	144-2	144	382.041	0	0	1	8	1	1.20780568	0
LINESTRING(696366.897 4657897.504,696381.975 4657897.982)	144-3	144	382.068	0	0	1	8	1	1.38034934	0
LINESTRING(696381.975 4657897.982,696397.054 4657898.460)	144-4	144	382.095	0	0	1	8	1	1.20780568	0
LINESTRING(696397.054 4657898.460,696412.133 4657898.938)	144-5	144	382.122	0	0	1	8	1	1.03526201	0
LINESTRING(696412.133 4657898.938,696427.212 4657899.417)	144-6	144	382.148	0	0	1	8	1	1.03526201	0
LINESTRING(696427.212 4657899.417,696442.291 4657899.895)	144-7	144	382.175	0	0	1	8	0	1.38034934	0
LINESTRING(696442.291 4657899.895,696457.370 4657900.373)	144-8	144	382.202	0	0	1	8	1	0.862718341	0
LINESTRING(696457.370 4657900.373,696472.448 4657900.851)	144-9	144	382.229	0	0	1	8	1	1.89798035	0
LINESTRING(696472.448 4657900.851,696487.527 4657901.329)	144-10	144	382.256	0	0	1	8	1	0.517631004	0
LINESTRING(696487.527 4657901.329,696502.606 4657901.807)	144-11	144	382.283	0	0	1	8	1	1.38034934	0
LINESTRING(696502.606 4657901.807,696517.685 4657902.285)	144-12	144	382.310	0	0	1	8	1	1.20780568	0
LINESTRING(696517.685 4657902.285,696532.764 4657902.763)	144-13	144	382.337	0	0	1	8	1	1.72543668	0
LINESTRING(696532.764 4657902.763,696547.843 4657903.241)	144-14	144	382.364	0	0	1	8	1	0.862718341	0
LINESTRING(696547.843 4657903.241,696562.922 4657903.719)	144-15	144	382.391	0	0	1	8	1	0.862718341	0
LINESTRING(696562.922 4657903.719,696578.000 4657904.197)	144-16	144	382.418	0	0	1	8	1	0.690174672	0
LINESTRING(696578.000 4657904.197,696593.079 4657904.675)	144-17	144	382.445	0	0	1	8	1	1.20780568	0
LINESTRING(696593.079 4657904.675,696608.158 4657905.153)	144-18	144	382.472	0	0	1	8	1	1.20780568	0
LINESTRING(696608.158 4657905.153,696623.237 4657905.632)	144-19	144	382.498	0	0	1	8	1	2.07052402	0
LINESTRING(696623.237 4657905.632,696638.316 4657906.110)	144-20	144	382.525	0	0	1	8	1	0.690174672	0
LINESTRING(696638.316 4657906.110,696653.395 4657906.588)	144-21	144	382.552	0	0	1	8	1	0.862718341	0
LINESTRING(696653.395 4657906.588,696668.473 4657907.066)	144-22	144	382.579	0	0	1	8	1	0.862718341	0
LINESTRING(696668.473 4657907.066,696683.552 4657907.544)	144-23	144	382.606	0	0	1	8	1	1.03526201	0
LINESTRING(696683.552 4657907.544,696698.631 4657908.022)	144-24	144	382.633	0	0	1	8	1	0.690174672	0
LINESTRING(696698.631 4657908.022,696713.710 4657908.500)	144-25	144	382.660	0	0	1	8	1	0.690174672	0
LINESTRING(695690.490 4657798.220,695688.042 4657810.651)	145-0	145	374.231	0	0	1	8	1	0.257842512	0
LINESTRING(695688.042 4657810.651,695685.593 4657823.082)	145-1	145	374.262	0	0	1	8	1	0.687580031	0
LINESTRING(695685.593 4657823.082,695683.145 4657835.513)	145-2	145	374.292	0	0	1	8	1	0.601632527	0
LINESTRING(695683.145 4657835.513,695680.696 4657847.945)	145-3	145	374.323	0	0	1	8	1	0.429737519	0
LINESTRING(695680.696 4657847.945,695678.248 4657860.376)	145-4	145	374.354	0	0	1	8	1	0.343790015	0
LINESTRING(695678.248 4657860.376,695675.799 4657872.807)	145-5	145	374.385	0	0	1	8	1	0.429737519	0
LINESTRING(695675.799 4657872.807,695673.351 4657885.238)	145-6	145	374.415	0	0	1	8	1	0.343790015	0
LINESTRING(695673.351 4657885.238,695670.902 4657897.669)	145-7	145	374.446	0	0	1	8	1	0.429737519	0
LINESTRING(695670.902 4657897.669,695668.454 4657910.100)	145-8	145	374.477	0	0	1	8	1	0.343790015	0
LINESTRING(695668.454 4657910.100,695666.005 4657922.532)	145-9	145	374.508	0	0	1	8	1	0.257842512	0
LINESTRING(695666.005 4657922.532,695663.557 4657934.963)	145-10	145	374.538	0	0	1	8	0.0503038249	0.343790015	0
LINESTRING(695663.557 4657934.963,695661.108 4657947.394)	145-11	145	374.569	0	0	1	8	1	0.429737519	0
LINESTRING(695661.108 4657947.394,695658.660 4657959.825)	145-12	145	374.600	0	0	1	8	1	0.429737519	0
LINESTRING(695658.660 4657959.825,695656.212 4657972.256)	145-13	145	374.631	0	0	1	8	1	0.343790015	0
LINESTRING(695656.212 4657972.256,695653.763 4657984.687)	145-14	145	374.662	0	0	1	8	1	0.0859475039	0
LINESTRING(695653.763 4657984.687,695651.315 4657997.118)	145-15	145	374.692	0	0	1	8	1	0.0859475039	0
LINESTRING(695651.315 4657997.118,695648.866 4658009.550)	145-16	145	374.723	0	0	1	8	1	0.257842512	0
LINESTRING(695648.866 4658009.550,695646.418 4658021.981)	145-17	145	374.754	0	0	1	8	1	0.171895008	0
LINESTRING(695646.418 4658021.981,695643.969 4658034.412)	145-18	145	374.785	0	0	1	8	1	0.171895008	0
LINESTRING(695643.969 4658034.412,695641.521 4658046.843)	145-19	145	374.815	0	0	1	8	1	0.0859475039	0
LINESTRING(695641.521 4658046.843,695639.072 4658059.274)	145-20	145	374.846	0	0	1	8	1	0.0859475039	0
LINESTRING(695639.072 4658059.274,695636.624 4658071.705)	145-21	145	374.877	0	0	1	8	1	0.257842512	0
LINESTRING(695636.624 4658071.705,695634.175 4658084.137)	145-22	145	374.908	0	0	1	8	0.0503038249	0.429737519	0
LINESTRING(695634.175 4658084.137,695631.727 4658096.568)	145-23	145	374.938	0	0	1	8	1	0.0859475039	0
LINESTRING(695631.727 4658096.568,695629.278 4658108.999)	145-24	145	374.969	0	0	1	8	1	0.601632527	0
LINESTRING(695629.278 4658108.999,695626.830 4658121.430)	145-25	145	375.000	0	0	1	8	1	0.515685023	0
LINESTRING(695687.680 4657663.230,695687.881 4657672.872)	148-0	148	373.745	0	0	1	8	1	0.0666159173	0
LINESTRING(695687.881 4657672.872,695688.081 4657682.514)	148-1	148	373.780	0	0	1	8	1	0.199847752	0
LINESTRING(695688.081 4657682.514,695688.282 4657692.156)	148-2	148	373.815	0	0	1	8	1	0	0
LINESTRING(695688.282 4657692.156,695688.483 4657701.799)	148-3	148	373.850	0	0	1	8	1	0.199847752	0
LINESTRING(695688.483 4657701.799,695688.684 4657711.441)	148-4	148	373.885	0	0	1	8	1	0.0666159173	0
LINESTRING(695688.684 4657711.441,695688.884 4657721.083)	148-5	148	373.920	0	0	1	8	1	0.0666159173	0
LINESTRING(695688.884 4657721.083,695689.085 4657730.725)	148-6	148	373.955	0	0	1	8	1	0	0
LINESTRING(695689.085 4657730.725,695689.286 4657740.367)	148-7	148	373.990	0	0	1	8	1	0.133231835	0
LINESTRING(695689.286 4657740.367,695689.486 4657750.009)	148-8	148	374.025	0	0	1	8	1	0.0666159173	0
LINESTRING(695689.486 4657750.009,695689.687 4657759.651)	148-9	148	374.060	0	0	1	8	1	0	0
LINESTRING(695689.687 4657759.651,695689.888 4657769.294)	148-10	148	374.095	0	0	1	8	1	0.199847752	0
LINESTRING(695689.888 4657769.294,695690.089 4657778.936)	148-11	148	374.130	0	0	1	8	1	0.0666159173	0
LINESTRING(695690.089 4657778.936,695690.289 4657788.578)	148-12	148	374.165	0	0	1	8	1	0.0666159173	0
LINESTRING(695690.289 4657788.578,695690.490 4657798.220)	148-13	148	374.200	0	0	1	8	0	0.399695504	0
LINESTRING(695677.480 4657409.100,695677.799 4657417.042)	149-0	149	372.819	0	0	1	8	1	0	0
LINESTRING(695677.799 4657417.042,695678.117 4657424.983)	149-1	149	372.848	0	0	1	8	1	0	0
LINESTRING(695678.117 4657424.983,695678.436 4657432.925)	149-2	149	372.876	0	0	1	8	1	0	0
LINESTRING(695678.436 4657432.925,695678.755 4657440.866)	149-3	149	372.905	0	0	1	8	1	0	0
LINESTRING(695678.755 4657440.866,695679.074 4657448.808)	149-4	149	372.934	0	0	1	8	1	0	0
LINESTRING(695679.074 4657448.808,695679.392 4657456.749)	149-5	149	372.963	0	0	1	8	1	0	0
LINESTRING(695679.392 4657456.749,695679.711 4657464.691)	149-6	149	372.991	0	0	1	8	1	0	0
LINESTRING(695679.711 4657464.691,695680.030 4657472.633)	149-7	149	373.020	0	0	1	8	1	0	0
LINESTRING(695680.030 4657472.633,695680.349 4657480.574)	149-8	149	373.049	0	0	1	8	1	0	0
LINESTRING(695680.349 4657480.574,695680.667 4657488.516)	149-9	149	373.077	0	0	1	8	1	0	0
LINESTRING(695680.667 4657488.516,695680.986 4657496.457)	149-10	149	373.106	0	0	1	8	1	0	0
LINESTRING(695680.986 4657496.457,695681.305 4657504.399)	149-11	149	373.135	0	0	1	8	1	0	0
LINESTRING(695681.305 4657504.399,695681.624 4657512.340)	149-12	149	373.164	0	0	1	8	1	0	0
LINESTRING(695681.624 4657512.340,695681.943 4657520.282)	149-13	149	373.192	0	0	1	8	1	0	0
LINESTRING(695681.943 4657520.282,695682.261 4657528.223)	149-14	149	373.221	0	0	1	8	1	0	0
LINESTRING(695682.261 4657528.223,695682.580 4657536.165)	149-15	149	373.250	0	0	1	8	1	0	0
LINESTRING(695682.580 4657536.165,695682.899 4657544.107)	149-16	149	373.279	0	0	1	8	1	0	0
LINESTRING(695682.899 4657544.107,695683.218 4657552.048)	149-17	149	373.308	0	0	1	8	1	0	0
LINESTRING(695683.218 4657552.048,695683.536 4657559.990)	149-18	149	373.336	0	0	1	8	1	0	0
LINESTRING(695683.536 4657559.990,695683.855 4657567.931)	149-19	149	373.365	0	0	1	8	1	0	0
LINESTRING(695683.855 4657567.931,695684.174 4657575.873)	149-20	149	373.394	0	0	1	8	1	0	0
LINESTRING(695684.174 4657575.873,695684.493 4657583.814)	149-21	149	373.423	0	0	1	8	1	0	0
LINESTRING(695684.493 4657583.814,695684.811 4657591.756)	149-22	149	373.451	0	0	1	8	1	0	0
LINESTRING(695684.811 4657591.756,695685.130 4657599.697)	149-23	149	373.480	0	0	1	8	1	0	0
LINESTRING(695685.130 4657599.697,695685.449 4657607.639)	149-24	149	373.509	0	0	1	8	1	0	0
LINESTRING(695685.449 4657607.639,695685.768 4657615.581)	149-25	149	373.537	0	0	1	8	1	0	0
LINESTRING(695685.768 4657615.581,695686.086 4657623.522)	149-26	149	373.566	0	0	1	8	1	0	0
LINESTRING(695686.086 4657623.522,695686.405 4657631.464)	149-27	149	373.595	0	0	1	8	1	0	0
LINESTRING(695686.405 4657631.464,695686.724 4657639.405)	149-28	149	373.624	0	0	1	8	1	0	0
LINESTRING(695686.724 4657639.405,695687.043 4657647.347)	149-29	149	373.652	0	0	1	8	1	0	0
LINESTRING(695687.043 4657647.347,695687.361 4657655.288)	149-30	149	373.681	0	0	1	8	1	0	0
LINESTRING(695687.361 4657655.288,695687.680 4657663.230)	149-31	149	373.710	0	0	1	8	1	0	0
LINESTRING(694487.160 4652951.600,694483.449 4652947.068)	15-0	15	358.303	0	0	1	8	1	0	0
LINESTRING(694483.449 4652947.068,694479.739 4652942.536)	15-1	15	358.267	0	0	1	8	1	0.110812841	0
LINESTRING(694479.739 4652942.536,694476.028 4652938.004)	15-2	15	358.230	0	0	1	8	1	0	0
LINESTRING(694476.028 4652938.004,694472.318 4652933.473)	15-3	15	358.194	0	0	1	8	1	0	0
LINESTRING(694472.318 4652933.473,694468.607 4652928.941)	15-4	15	358.157	0	0	1	8	1	0	0
LINESTRING(694468.607 4652928.941,694464.897 4652924.409)	15-5	15	358.121	0	0	1	8	1	0	0
LINESTRING(694464.897 4652924.409,694461.186 4652919.877)	15-6	15	358.084	0	0	1	8	1	0	0
LINESTRING(694461.186 4652919.877,694457.476 4652915.345)	15-7	15	358.047	0	0	1	8	1	0	0
LINESTRING(694457.476 4652915.345,694453.765 4652910.813)	15-8	15	358.011	0	0	1	8	1	0	0
LINESTRING(694453.765 4652910.813,694450.055 4652906.282)	15-9	15	357.974	0	0	1	8	1	0	0
LINESTRING(694450.055 4652906.282,694446.344 4652901.750)	15-10	15	357.938	0	0	1	8	1	0	0
LINESTRING(694446.344 4652901.750,694442.634 4652897.218)	15-11	15	357.901	0	0	1	8	1	0.110812841	0
LINESTRING(694442.634 4652897.218,694438.923 4652892.686)	15-12	15	357.864	0	0	1	8	1	0	0
LINESTRING(694438.923 4652892.686,694435.213 4652888.154)	15-13	15	357.828	0	0	1	8	1	0	0
LINESTRING(694435.213 4652888.154,694431.502 4652883.622)	15-14	15	357.791	0	0	1	8	1	0.110812841	0
LINESTRING(694431.502 4652883.622,694427.792 4652879.091)	15-15	15	357.755	0	0	1	8	1	0	0
LINESTRING(694427.792 4652879.091,694424.081 4652874.559)	15-16	15	357.718	0	0	1	8	1	0	0
LINESTRING(694424.081 4652874.559,694420.371 4652870.027)	15-17	15	357.682	0	0	1	8	1	0	0
LINESTRING(694420.371 4652870.027,694416.660 4652865.495)	15-18	15	357.645	0	0	1	8	1	0	0
LINESTRING(694416.660 4652865.495,694412.949 4652860.963)	15-19	15	357.608	0	0	1	8	1	0	0
LINESTRING(694412.949 4652860.963,694409.239 4652856.431)	15-20	15	357.572	0	0	1	8	1	0	0
LINESTRING(694409.239 4652856.431,694405.528 4652851.899)	15-21	15	357.535	0	0	1	8	1	0	0
LINESTRING(694405.528 4652851.899,694401.818 4652847.368)	15-22	15	357.499	0	0	1	8	1	0	0
LINESTRING(694401.818 4652847.368,694398.107 4652842.836)	15-23	15	357.462	0	0	1	8	1	0	0
LINESTRING(694398.107 4652842.836,694394.397 4652838.304)	15-24	15	357.426	0	0	1	8	1	0	0
LINESTRING(694394.397 4652838.304,694390.686 4652833.772)	15-25	15	357.389	0	0	1	8	1	0	0
LINESTRING(694390.686 4652833.772,694386.976 4652829.240)	15-26	15	357.352	0	0	1	8	1	0	0
LINESTRING(694386.976 4652829.240,694383.265 4652824.708)	15-27	15	357.316	0	0	1	8	1	0	0
LINESTRING(694383.265 4652824.708,694379.555 4652820.177)	15-28	15	357.279	0	0	1	8	1	0	0
LINESTRING(694379.555 4652820.177,694375.844 4652815.645)	15-29	15	357.243	0	0	1	8	1	0	0
LINESTRING(694375.844 4652815.645,694372.134 4652811.113)	15-30	15	357.206	0	0	1	8	1	0	0
LINESTRING(694372.134 4652811.113,694368.423 4652806.581)	15-31	15	357.169	0	0	1	8	1	0	0
LINESTRING(694368.423 4652806.581,694364.713 4652802.049)	15-32	15	357.133	0	0	1	8	1	0	0
LINESTRING(694364.713 4652802.049,694361.002 4652797.517)	15-33	15	357.096	0	0	1	8	1	0	0
LINESTRING(694361.002 4652797.517,694357.292 4652792.986)	15-34	15	357.060	0	0	1	8	1	0	0
LINESTRING(694357.292 4652792.986,694353.581 4652788.454)	15-35	15	357.023	0	0	1	8	1	0	0
LINESTRING(694353.581 4652788.454,694349.871 4652783.922)	15-36	15	356.987	0	0	1	8	1	0	0
LINESTRING(694349.871 4652783.922,694346.160 4652779.390)	15-37	15	356.950	0	0	1	8	1	0	0
LINESTRING(695568.500 4658152.140,695562.098 4658157.818)	150-0	150	374.161	0	0	1	8	1	13.2235952	0
LINESTRING(695562.098 4658157.818,695555.697 4658163.496)	150-1	150	374.182	0	0	1	8	1	12.2234914	0
LINESTRING(695555.697 4658163.496,695549.295 4658169.173)	150-2	150	374.203	0	0	1	8	1	12.8902273	0
LINESTRING(695549.295 4658169.173,695542.893 4658174.851)	150-3	150	374.223	0	0	1	8	1	13.4458405	0
LINESTRING(695542.893 4658174.851,695536.492 4658180.529)	150-4	150	374.244	0	0	1	8	1	14.0014538	0
LINESTRING(695536.492 4658180.529,695530.090 4658186.207)	150-5	150	374.265	0	0	1	8	1	12.8902273	0
LINESTRING(695530.090 4658186.207,695523.688 4658191.885)	150-6	150	374.286	0	0	1	8	1	12.5568593	0
LINESTRING(695523.688 4658191.885,695517.286 4658197.562)	150-7	150	374.307	0	0	1	8	1	14.2236991	0
LINESTRING(695517.286 4658197.562,695510.885 4658203.240)	150-8	150	374.328	0	0	1	8	1	14.4459444	0
LINESTRING(695510.885 4658203.240,695504.483 4658208.918)	150-9	150	374.348	0	0	1	8	0	12.4457367	0
LINESTRING(695504.483 4658208.918,695498.081 4658214.596)	150-10	150	374.369	0	0	1	8	1	14.2236991	0
LINESTRING(695498.081 4658214.596,695491.680 4658220.274)	150-11	150	374.390	0	0	1	8	1	12.8902273	0
LINESTRING(695491.680 4658220.274,695485.278 4658225.951)	150-12	150	374.411	0	0	1	8	1	12.7791046	0
LINESTRING(695485.278 4658225.951,695478.876 4658231.629)	150-13	150	374.432	0	0	1	8	1	15.0015576	0
LINESTRING(695478.876 4658231.629,695472.475 4658237.307)	150-14	150	374.453	0	0	1	8	1	12.0012461	0
LINESTRING(695472.475 4658237.307,695466.073 4658242.985)	150-15	150	374.474	0	0	1	8	1	14.2236991	0
LINESTRING(695466.073 4658242.985,695459.671 4658248.663)	150-16	150	374.494	0	0	1	8	1	12.4457367	0
LINESTRING(695459.671 4658248.663,695453.269 4658254.340)	150-17	150	374.515	0	0	1	8	1	12.667982	0
LINESTRING(695453.269 4658254.340,695446.868 4658260.018)	150-18	150	374.536	0	0	1	8	1	13.8903311	0
LINESTRING(695446.868 4658260.018,695440.466 4658265.696)	150-19	150	374.557	0	0	1	8	1	12.334614	0
LINESTRING(695440.466 4658265.696,695434.064 4658271.374)	150-20	150	374.578	0	0	1	8	1	11.8901234	0
LINESTRING(695434.064 4658271.374,695427.663 4658277.052)	150-21	150	374.599	0	0	1	8	1	13.3347179	0
LINESTRING(695427.663 4658277.052,695421.261 4658282.729)	150-22	150	374.619	0	0	1	8	1	13.6680858	0
LINESTRING(695421.261 4658282.729,695414.859 4658288.407)	150-23	150	374.640	0	0	1	8	1	13.7792085	0
LINESTRING(695414.859 4658288.407,695408.458 4658294.085)	150-24	150	374.661	0	0	1	8	1	12.4457367	0
LINESTRING(695408.458 4658294.085,695402.056 4658299.763)	150-25	150	374.682	0	0	1	8	1	13.0013499	0
LINESTRING(695402.056 4658299.763,695395.654 4658305.441)	150-26	150	374.703	0	0	1	8	1	13.2235952	0
LINESTRING(695395.654 4658305.441,695389.253 4658311.118)	150-27	150	374.724	0	0	1	8	1	13.3347179	0
LINESTRING(695389.253 4658311.118,695382.851 4658316.796)	150-28	150	374.745	0	0	1	8	1	13.7792085	0
LINESTRING(695382.851 4658316.796,695376.449 4658322.474)	150-29	150	374.765	0	0	1	8	1	11.7790008	0
LINESTRING(695376.449 4658322.474,695370.047 4658328.152)	150-30	150	374.786	0	0	1	8	1	11.8901234	0
LINESTRING(695370.047 4658328.152,695363.646 4658333.829)	150-31	150	374.807	0	0	1	8	1	14.3348217	0
LINESTRING(695363.646 4658333.829,695357.244 4658339.507)	150-32	150	374.828	0	0	1	8	0.999999999	13.2235952	0
LINESTRING(695357.244 4658339.507,695350.842 4658345.185)	150-33	150	374.849	0	0	1	8	0.999999995	12.0012461	0
LINESTRING(695350.842 4658345.185,695344.441 4658350.863)	150-34	150	374.870	0	0	1	8	0.999999979	12.2234914	0
LINESTRING(695344.441 4658350.863,695338.039 4658356.541)	150-35	150	374.891	0	0	1	8	0.999999917	12.0012461	0
LINESTRING(695338.039 4658356.541,695331.637 4658362.218)	150-36	150	374.911	0	0	1	8	0.999999668	13.4458405	0
